طابع زمني,1. الجنس,2. الفئة العمرية,3. مكان الإقامة الحالي,4. أعلى مستوى تعليمي,5. هل تعمل أو تدرس في مجال طبي أو صحي ؟,6. هل سبق لك استخدام الأعشاب الطبية لعلاج أي حالة صحية ؟,"7. عندما تمرض, ما الخيار الذي تلجأ إليه أولاً ؟ (يمكن الاختيار اكثر من اجابة)",8. هل تقرأ أو تسأل أو تبحث عن الأعشاب التي تريد استخدامها قبل الاستعمال ؟,9. ما العامل الأهم عند اختيارك للأعشاب ؟,10. هل شعرت أن الأعشاب كانت فعالة في علاج حالتك ؟,11. أي من الأعشاب السورية الشائعة استخدمتها أو سمعت عنها؟ (يمكن الاجابة على اكثر من اجابة),12. هل تعلم أن الأعشاب قد تتداخل مع بعض الأدوية وتسبب مشاكل صحية ؟,"13. برأيك, هل ""المنتج الطبيعي = آمن تماماً ولا يسبب أي أضرار""",14. هل اشتريت أدوية عشبية أو خلطات عشبية عبر الإنترنت ؟,15. هل تعتقد أن هناك أعشاب تباع بأسماء أخرى مختلفة عن اسمها الحقيقي (مثلاً الأقحوان بدلاً من البابونج)؟,16. هل تعتقد أن الأعشاب المطحونة قد تكون مغشوشة بإضافة مواد أخرى ؟,17. هل سبق لك استخدام أعشاب طبية بغرض التنحيف أو إنقاص الوزن ؟,18. أي من هذه الأعشاب استخدمتها للتنحيف؟(يمكن الإجابة على أكثر من خيار),19. هل تعتقد أن هناك حالات غش بمواد دوائية (مثل الملينات أو المدرات الكيميائية) في وصفات الأعشاب للتنحيف دون تصريح عنها ؟,20. هل تعتقد أن هناك حالات غش في الأعشاب وخلطات العسل المقوية باستخدام مركبات دوائية مقوية دون التصريح عنها ؟,21. هل تعتقد أن الإفراط في استخدام الأعشاب الطبية قد يسبب ضرراً للكبد أو الكلى ؟,22. كم مرة تستخدم الأعشاب الطبية *دون استشارة طبيب أو صيدلاني*,23. هل سبق أن شعرت بأي أعراض جانبية بعد استخدام أعشاب طبية ؟ (يمكن اختيار اكثر من اجابة),24. هل تعتقد أن الأعشاب آمنة بأي جرعة وليس لها أي آثار جانبية ؟,25. هل تعتقد أن هناك توابل وبهارات شائعة لها أضرار عند استخدامها بجرعات عالية؟,26. هل تعلم أو سمعت بوجود أعشاب طبية منشطة أو مهدئة للجهاز العصبي قد تسبب الإدمان أو الاعتماد عليها عند الاستخدام المطول ؟,"27. برأيك , هل يمكن لبعض الأعشاب المهدئة أو المنشطة أن تسبب اعتماداً نفسياً أو جسدياً مشابه للأدوية الكيميائية ؟","28. برأيك , ماهو السبب الرئيسي لانتشار الوصفات العشبية الخاطئة أو الخطرة على وسائل التواصل الاجتماعي ؟ (يمكن اختيار اكثر من اجابة)","29. إذا تم تطوير *تطبيق ذكي مجاني باللغة العربية* يعمل كمساعد منزلي يقدم معلومات علمية موثوقة عن الأعشاب السورية , هل ستستخدمه؟",30. هل لديك أي اقتراحات أو ملاحظات إضافية حول  استخدام الأعشاب الطبية في سوريا ؟
2026-04-17 18:43:53.743,أنثى,أكثر من 50 سنة,المانيا,أقل من الثانوية,لا,"نعم , احيانا","الأعشاب الطبية, زيارة الطبيب",أحياناً,الثقة بالمصدر,إلى حد ما,إكليل الجبل,نعم,محايد,لا,نعم,نعم,لا,الشاي الأخضر,نعم,ربما,ربما,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",لا أعرف,كل ما سبق,نعم بالتأكيد,لا
2026-04-17 18:44:09.326,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,نادرا,الأعشاب الطبية,نادراً,نصيحة شخص آخر,نعم جداً,البابونج,لا,أوافق بشدة,لا,لا,ربما,لا,الشاي الأخضر,لا أعرف,لا أعرف,لا (لأنها طبيعية),نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعتقد ذلك,كل ما سبق,نعم بالتأكيد,لاء
2026-04-17 18:56:07.045,ذكر,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,نادرا,الأدوية من الصيدلية,نادراً,نصيحة شخص آخر,لا أعلم,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون",لا,أوافق,لا,لا أعرف,ربما,لا,,لا أعرف,لا أعرف,لا أعرف,نادراً,لم أشعر بأي أعراض,ربما,ربما,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,ربما,توثيق المصداقية لاستخدام الاعشاب لتصبح مصدر ثقة
2026-04-17 19:01:48.957,ذكر,26-35 سنة,المانيا ,بكالوريوس,لا,"لا , ابدا","الأدوية من الصيدلية, زيارة الطبيب",أبداً,نصيحة شخص آخر,لا أعلم,"الزعتر السوري, اليانسون, النعناع",لا,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,أبداً,لم أشعر بأي أعراض,لا أعرف,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,ربما,
2026-04-17 19:04:45.469,ذكر,26-35 سنة,ألمانيا,بكالوريوس,لا,"لا , ابدا","الأدوية من الصيدلية, زيارة الطبيب",أبداً,نصيحة شخص آخر,لا أعلم,"الزعتر السوري, اليانسون, النعناع",لا,لا أوافق بشدة,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,أبداً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,ربما,
2026-04-17 19:04:45.537,ذكر,36-50 سنة,حلب,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون",لا,محايد,نعم,نعم,ربما,نعم (انتقل إلى السؤال 18),,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر",نعم بالتأكيد,
2026-04-17 19:09:33.976,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,لا أعرف,نعم,لا,,ربما,نعم,لا أعرف,نادراً,لم أشعر بأي أعراض,لا,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,كل ما سبق,لا,
2026-04-17 19:14:11.102,أنثى,18-25 سنة,اللاذقية,دراسات عليا,نعم,"نعم , بانتظام",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,البابونج,نعم,أوافق,لا,لا,نعم,لا,الشاي الأخضر,نعم,ربما,ربما,دائماً,لم أشعر بأي أعراض,نعم,ربما,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",عدم وعي المستخدمين بالمخاطر,ربما,لا
2026-04-17 19:23:30.716,أنثى,36-50 سنة,اللاذقية,أقل من الثانوية,لا,"لا , ابدا",الأدوية من الصيدلية,أحياناً,الثقة بالمصدر,لا أعلم,البابونج,نعم,محايد,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,لا أعرف,ربما,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",لا أعرف,قلة الرقابة على المحتوى,ربما,لا
2026-04-17 19:23:43.483,ذكر,26-35 سنة,القنيطرة,ثانوية,لا,"نعم , بانتظام",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي, أوراق الزيتون, ",نعم,محايد,لا,نعم,نعم بشدة,لا,الشاي الأخضر,نعم بشدة,نعم,نعم بالتأكيد,أحياناً,حساسية,ربما,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",قلة الرقابة على المحتوى,نعم بالتأكيد,لا
2026-04-17 19:24:09.539,ذكر,26-35 سنة,خارج سوريا (يرجى تحديد البلد),بكالوريوس,لا,"لا , ابدا",الأدوية من الصيدلية,أبداً,الثقة بالمصدر,لا أعلم,"إكليل الجبل, اليانسون, البابونج",لا,محايد,لا,لا أعرف,نعم بشدة,لا,الشاي الأخضر,نعم,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد","قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",لا,
2026-04-17 19:24:40.563,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الثقة بالمصدر,إلى حد ما,"اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,نعم,نعم,لا,,نعم,نعم,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-17 19:27:43.003,أنثى,26-35 سنة,طرطوس,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, زيارة الطبيب",أحياناً,الجودة,إلى حد ما,"البابونج, النعناع",نعم,أوافق,لا,لا أعرف,لا أعرف,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,لا أعرف,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعرف,قلة الرقابة على المحتوى,ربما,لا شكراً
2026-04-17 19:28:21.969,أنثى,26-35 سنة,حلب,بكالوريوس,لا,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, إكليل الجبل, البابونج, الورد الدمشقي",لا,أوافق,لا,نعم,لا أعرف,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر",نعم,نعم,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,لا
2026-04-17 19:30:59.181,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",زيارة الطبيب,نادراً,الشهرة/التجربة,إلى حد ما,"إكليل الجبل, البابونج, النعناع",نعم,محايد,لا,لا أعرف,ربما,لا,,نعم,نعم,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر",نعم بالتأكيد,زيادة  الوعي والرقابة للمستخدمين لمنع انتشار العادات والمواريث الشعبية القديمة والحد من بيعها بشكل عشوائي 
2026-04-17 19:31:44.985,أنثى,36-50 سنة,السعودية,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,نعم جداً,"الزعتر السوري, اليانسون, البابونج",لا,أوافق بشدة,لا,لا,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,لا (لأنها طبيعية),دائماً,لم أشعر بأي أعراض,ربما,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,قلة الرقابة على المحتوى,نعم بالتأكيد,لا
2026-04-17 19:34:27.936,أنثى,36-50 سنة,اللاذقية,أقل من الثانوية,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, البابونج",لا,محايد,لا,لا,نعم بشدة,لا,,لا أعرف,ربما,لا أعرف,أحياناً,لم أشعر بأي أعراض,نعم,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,لا,
2026-04-17 19:40:10.664,أنثى,36-50 سنة,اللاذقية,أقل من الثانوية,لا,نادرا,زيارة الطبيب,دائماً,نصيحة شخص آخر,إلى حد ما,"البابونج, النعناع",نعم,أوافق بشدة,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),"العشرق, الشاي الأخضر",لا أعرف,ربما,لا أعرف,غالباً,تقلصات أو آلام في البطن,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,
2026-04-17 19:44:32.321,أنثى,18-25 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الشهرة/التجربة,إلى حد ما,"البابونج, النعناع",نعم,أوافق,لا,لا,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,نعم,لا (لأنها طبيعية),أحياناً,لم أشعر بأي أعراض,ربما,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,لا
2026-04-17 19:45:20.849,أنثى,18-25 سنة,اللاذقية,ثانوية,لا,"نعم , بانتظام",زيارة الطبيب,دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, البابونج, النعناع",نعم,أوافق,لا,لا,ربما,نعم (انتقل إلى السؤال 18),"الشاي الأخضر, القهوة الخضراء, ",لا أعرف,لا أعرف,لا أعرف,غالباً,لم أشعر بأي أعراض,ربما,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,نعم بالتأكيد,
2026-04-17 19:47:18.520,ذكر,36-50 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون, ",لا,محايد,لا,نعم,ربما,لا,,نعم,نعم,ربما,دائماً,امساك,لا,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,"ذكر اسماء الاعشاب بمختلف البلدان
ذكر دراسات أو مرجعيات موثوقة
ذكر اعشاب تفيد الضغط والسكري "
2026-04-17 19:47:41.529,أنثى,18-25 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",زيارة الطبيب,دائماً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, أوراق الزيتون",نعم,محايد,لا,نعم,لا أعرف,لا,الشاي الأخضر,لا أعرف,لا أعرف,نعم بالتأكيد,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,رغبة الناس في حلول سريعة ورخيصة,لا,
2026-04-17 19:48:43.538,أنثى,36-50 سنة,اللاذقية,أقل من الثانوية,لا,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الشهرة/التجربة,إلى حد ما,"إكليل الجبل, البابونج, النعناع",نعم,محايد,نعم,نعم,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,ربما,ربما,غالباً,لم أشعر بأي أعراض,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,ربما,
2026-04-17 19:51:42.613,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,أبداً,نصيحة شخص آخر,إلى حد ما,النعناع,لا,لا أوافق,لا,لا أعرف,ربما,لا,,نعم,لا,لا (لأنها طبيعية),دائماً,غثيان أو قيء,نعم,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,انتشار الموروث الشعبي الخاطئ,نعم بالتأكيد,لا لا يوجد
2026-04-17 19:53:23.885,أنثى,18-25 سنة,تركيا,ثانوية,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,محايد,لا,لا,ربما,لا,,ربما,ربما,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا أعرف,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",قلة الرقابة على المحتوى,ربما,
2026-04-17 19:57:31.125,أنثى,36-50 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,أوافق,نعم,نعم,نعم بشدة,لا,"الشاي الأخضر, الاسبيرولينا",نعم بشدة,ربما,ربما,غالباً,"غثيان أو قيء, دوخة",لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعتقد ذلك,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر",نعم بالتأكيد,يجب نشر الوعي  في استخدامها وفواىدهاوالرجوع الى الطبيعة 
2026-04-17 19:58:36.442,أنثى,36-50 سنة,السعودية,بكالوريوس,نعم,"لا , ابدا","الأدوية من الصيدلية, زيارة الطبيب",دائماً,نصيحة شخص آخر,لا أعلم,"البابونج, زهورات",لا,لا أوافق بشدة,لا,لا أعرف,لا أعرف,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم بشدة,ربما,لا أعرف,أحياناً,لم أشعر بأي أعراض,لا,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعرف,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
